prej_1,prej_2,prej_3,prej_4,prej_5,prej_6,prej_7,prej_8,prej_9,prej_10,prej_11,prej_12,prej_13,prej_14,prej_15,prej_16,prej_17,prej_18,prej_19,prej_20,prej_21,prej_22,prej_23,prej_24,prej_25,prej_26,prej_27,prej_28,prej_29,prej_30,prej_31,prej_32,prej_33,prej_34,prej_35,prej_36,prej_37,prej_38,prej_39,prej_40,prej_41,prej_42,prej_43,prej_44,prej_45,prej_46,prej_47,prej_48,prej_49,prej_50,prej_51,prej_52,prej_53,prej_54,prej_55,prej_56,prej_57,prej_58,prej_59,prej_60,prej_61,prej_62,prej_63,prej_64,prej_65,prej_66,prej_67,prej_68,prej_69,prej_70,prej_71,prej_72,prej_73,prej_74,prej_75,prej_76,prej_77,prej_78,prej_79,prej_80,prej_81,prej_82,prej_83,prej_84,prej_85,prej_86,prej_87,prej_88,prej_89,prej_90,prej_91,prej_92,prej_93,prej_94,prej_95,prej_96,prej_97,prej_98,prej_99,prej_100,prej_101,prej_102,prej_103,prej_104,prej_105,prej_106,prej_107,prej_108,prej_109,prej_110,prej_111,prej_112,prej_113,prej_114,prej_115,prej_116,prej_117,prej_118,prej_119,prej_120,accept_1,accept_2,accept_3,accept_4,accept_5,accept_6,accept_7,accept_8,accept_9,accept_10,accept_11,accept_12,accept_13,accept_14,accept_15,accept_16,accept_17,accept_18,accept_19,accept_20,accept_21,accept_22,accept_23,accept_24,accept_25,accept_26,accept_27,accept_28,accept_29,accept_30,accept_31,accept_32,accept_33,accept_34,accept_35,accept_36,accept_37,accept_38,accept_39,accept_40,accept_41,accept_42,accept_43,accept_44,accept_45,accept_46,accept_47,accept_48,accept_49,accept_50,accept_51,accept_52,accept_53,accept_54,accept_55,accept_56,accept_57,accept_58,accept_59,accept_60,accept_61,accept_62,accept_63,accept_64,accept_65,accept_66,accept_67,accept_68,accept_69,accept_70,accept_71,accept_72,accept_73,accept_74,accept_75,accept_76,accept_77,accept_78,accept_79,accept_80,accept_81,accept_82,accept_83,accept_84,accept_85,accept_86,accept_87,accept_88,accept_89,accept_90,accept_91,accept_92,accept_93,accept_94,accept_95,accept_96,accept_97,accept_98,accept_99,accept_100,accept_101,accept_102,accept_103,accept_104,accept_105,accept_106,accept_107,accept_108,accept_109,accept_110,accept_111,accept_112,accept_113,accept_114,accept_115,accept_116,accept_117,accept_118,accept_119,accept_120
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.1,82.5,,,86.3,,,,,11.7,,,,,,,,,,88,,,,,,,,,,,88.6,90.6,84.6,,,82.1,,,,,,,93,,,,92.7,87.7,,,,,,,,90,,93.8,,85.8,,,,,,,,,,34.4,,,,,,,,,,80.8,,,90.7,93.7,,88.5,,,,91.1,,87,,95.6,,,,,,,,89.6,,,92.4,,,90.6,,,,,84.1,94.1,,,84.8,,93.2,
51.8,,,,,,,,,50.6,,50.5,,,,,51.6,,,,50.5,,,50.8,,,,,50.8,,,51.2,,,51.5,,,,,,,,49.4,,,50.8,,50.8,51.3,,,,,,52,,,,,,,,,52.5,50.9,,51.1,,,52.2,50.9,,,51.6,,,50.6,,49.9,,,52.9,,,50.8,,50.8,,,51.2,,,,,51.6,,,,,,,,,,,,,,,51.8,,50.6,,,,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39.1,,,,,100,,,,4.8,,,35.3,,,,,,,,,3.1,,67.9,,,,,,,100,100,,,100,,,23.1,,,,100,100,,,100,,27.6,,,,,100,,,100,,,,100,,,,,20,,,29.5,0,,100,65.2,,,,,,,,,,,,,100,,,,,,100,,48.8,,,,,,,,100,,100,,,100,,,,66.5,,,,,,,,,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,0,,,82.4,,,,,92.8,,,,,,1.5,,,,,7.6,,,93.5,,96.3,,,,,,,,,,,,,,,,,,,,,,68.9,,27.6,,,,,0,,,,42.4,,,50.6,,100,53.1,,22.4,,42.8,94.8,,,,,60.7,,80.1,,,,,10.1,,,49,,,95.1,0,,73.9,89.9,,,,,,,100,,,100,,,,,,,0,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4,,19.9,9.7,,1.5,,,100,,,,,,79.4,,,,,,,,,,,,,,4.2,,,,,41.7,,7.3,,3.4,3.7,,65.1,,,2.1,,3.9,,,22,,,,,,,9.6,,7.9,,,,,,,1.5,,,,,,,,,,,7.3,6.2,5.4,,,,,,,3.8,,14.6,4.2,3.2,,,,,,,100,31.3,,2.7,,,,,,,,,,,,,,18,,29.7,,,,,
,16.2,14.6,,82.5,,,,0,,,,74.9,,,,,,61.5,88,,,0,8,,,,,,,,94.9,,,43.4,,,,,,,14.1,,32.5,,,,,37.7,,,,,,,,,,,,,,71.3,,,10,,,,0,,28.6,,,,,,,,,,100,,,54.4,72.1,,,,,8.2,,,84.1,,0,87.6,,66.9,78.3,,,85.6,,,,,,,,,,,,,0,,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5,,,,,,,,,,81,,63,65.9,93.7,,,42.7,,,,0,,,76.6,,,49.3,,,,96.3,,,,,,,,74.1,,38.3,,,,,,,,,,,,,,,,86.2,,,,,,,,,,,64.8,,,76.5,,59,,,,,,54.5,,87.6,,84.6,81.1,,56.9,,,62.7,66.6,,,,,,68.9,,,,68.9,,81.5,81.8,,,,78.3,57,,,80.4
,,,,84.9,,,,,,,,,,,9.6,,69.7,,,,,1,41.8,60.4,,10,,,,,82.4,,,94.8,,,,,,,53.1,9.6,,,,,,,100,,,,,,,50,,,61.3,,,,,,56.6,,50.3,52.5,,,,48.9,,97.7,,,,,,,,,52.3,,,22.5,,,,5.4,,,,,,,,51.4,96.3,85.1,,81.4,,,,,31.5,,,,,,,,,,93.5,100,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,100,,64.4,,2.5,,,,,,,,,,90.3,,70.7,,,76.9,,,,,13,,,,,50.8,27.2,14.1,,,,100,20.1,,,,,,,,100,,,53.4,,,,,,90.4,,,,,,100,,,,,100,,,,100,25.5,,83,,,,64.8,30.3,,,,,,,20.3,,,,,,,,,,,,,,,0,,,0,,,,20.4,,,100,75.4,,,,100,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7,,,1.8,,,86.1,,5.4,,,36.8,,,,16.6,,,,,,,,,,6.3,,,,,81.5,,,,79,,0.1,,,,,,1,,,,,,36.3,1,,,,,1,,,1.7,,,,,1.5,51,1,,,,,,1.3,3.2,1,,,1,,,,2.1,,,12.7,,11.5,,,,,1,,,1,,,,,1,,1,,,,,,,,,,43.9,,,,,,,,
,7.7,,50.7,,,26.3,,,,,34.8,83.7,,,,,,41.7,,,50.4,,,,,,,,,,,,,,42.4,,42.7,,1.3,37.6,,,,,,,,50,50,,,,50.4,,73.8,,,,,,,,,40,,,,9.6,2.3,,,,,,,31.5,,77,,70.1,57.2,,,,,50.1,,,,,,1.8,,,,,,50.1,,50,50,,69.4,,,,,,,26.5,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,10.8,,,90.8,,,,,,0,9,,89.6,0,,,,,91.4,,,,,,50.7,5.2,,,,,50.6,71.7,,,,16.5,73.2,,,,,,2,,,,,,,,,50.7,,51.3,,10.7,,,,,91.4,,,,,,,70.4,,25.8,,,82.1,32.7,,,,,100,,,,,,,,90.4,91.4,,,91.3,,,,90.1,,,100,17,,,,,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,100,,,,46.3,,,,,,,,,,100,,,,,48.6,,,,,,,,,100,71.4,,,,,,50.1,47.9,,,,,,,,,31.8,,,,,,84.4,,47.3,,,,,,,,,,0,60.6,,49.2,79,,,,0,,,46.3,60.1,,,,48.9,,77.3,,,,,50,,,,77.3,,,7.5,,,,,9.9,,,68.9,76.2,72.4,,,80.4,,,,,66.1
23.2,,,,,,,,89.6,12.3,,,,12.4,,,,,,0.1,1,1,97.9,21.3,,1,,,,,1,,,,,,100,,,,,,,,1,,,,23.9,,28.7,1,,,,36.5,,,1,1,17.9,,,,,,,,,,,,16.6,1,,1,,1,,,,1,,,,,,,,,,,82.1,,,97.6,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.8,,,,,,,92.3,,,86.9,,,,,,26.1,,,,,98.3,,,,100,,,,,,,,95.4,,,,,,,100,,,57.3,,66.1,,,,,,,32.1,,56.5,,,,59.9,,,73.7,73.2,,,63.7,100,,100,,,,52.8,,,81,53.1,,,21.3,70.6,,,,,,29.2,,,,,,,,,,,,43.8,,,,74.5,,,,,,48.7,,,,,,80.6,14.6,,38.9,
,,40.7,,,,,,0,24.2,,0,49.7,10.3,0,,,50.3,,,,48.8,,9.4,,,,,,,,,,,,,,,,,,0,41.5,49.5,,,,,49.4,,,,,,,,,,,,,,43.8,,,,,16.2,48.8,0,,,,,,,49.1,,,,,,34.1,,,,,,,,,,0,,49.5,,52.8,,,49.7,,,47,,50.3,,36.5,,,,30.7,,,,,,49.7,,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.8,,,,,,82.8,,,,,,,,,,82.8,,62,,,,,,,,,,,,91,,,,,,,76.6,59,,,,,,,,,,,,,87.3,,94.6,,57,99,,,,82.3,82.5,,93.5,94.5,,,,,36.8,,72.4,,,,,,,78.5,,,100,48.3,,,,,,56.2,,,,43.5,,84.1,,77.7,,87.6,,65.5,,88,,,,95.6,,,,,,,79.3,,,,71.3,,
,48.5,,,,50.3,56.5,,18.3,50,,,51.4,,,,,,50.1,,,,,,,,,,,,,,,,,,18.5,,,,,51.8,,51.1,,,,50,50,70.4,,53.7,,,50.1,50.1,,,50,,50,,,51,,,,,,,50,50.6,,,,,,50.8,31.5,,,,,,50,56.3,,,50,,,,,37.6,,,,,,67.5,,,,,,,50,,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6,,,5.5,,,85.8,100,,,,,50.6,,,,,,,,,,26.1,,,,25.2,,,,,,70,25.8,,,,55.1,90,75.4,,10.3,,,,25.2,,,,,24.9,,20.1,,,10.3,14.8,,,,,,,,,,90.8,,100,,,81,,,,,,,,45.5,,,,,,,,,,95.4,,,,,100,44.9,15.6,,,,,10.8,,,,,,,,,,,5.2,55.9,,,,10.6,
,26.2,,,,,,19.4,,,,,,,,,,,,,,,,,,,,,63.5,,77.2,26.6,,,,,,,,,,32.8,,,42.4,,,1.5,,,,,86.1,,,50,21.7,,,,,50.3,,,50.6,,,50,,,,,,58.6,,50.4,50.6,,20.7,,,,,,,,,,,40.3,19.9,,,,40,2.5,94.6,,39,51.1,,,,,16.1,,,,,,,,25.2,94.5,20.7,,,,,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,10.4,,,,,,4.2,,,,4.9,,12.3,96.9,,,,100,,,,,15.1,,34.1,,,100,,,,,,20.1,,,,20.8,,46.1,,,,,21.4,3.7,,,3.5,,,9.3,4.6,,,,,,6.5,23.5,,1.4,,,,,2.7,,,,,,,,,,,,,3.2,,,,,,4.5,,,,,,,,3.7,7.5,,,,,,38.5,,,82.5,,38.5,41.8,,,,
,18.2,,,50.4,79.9,,,0,,69.6,,,,,,,,,,,,0,,,,10.6,34.6,64.8,49.9,,,,,,,,43,49.9,,,,,,59.7,,,7.3,50.3,,,,,7.7,,,,,,,,,76.5,,,,78.3,,,,50.1,,,,,,,,,67.5,,,,27.6,83.8,,,47.3,,,,25.2,0,,,,,,,,,50,,,,,,,12.7,41.4,,6.6,,,,,,,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,3.4,,,,,76.3,,,53.7,,,,56.8,,,,,46.1,,47.7,,0.4,,55.6,57.9,,,63,,,,57.6,,51.3,,,,,,,,,,,,,,60.8,,,100,100,,,,50.8,,,57.5,58.7,,,,,,,,38.6,,,,52.1,,,,78.2,,,,100,,,,,66.3,58.6,,69.2,,,,,,70,,,78.5,,,,,,,,,,,,,53.7,,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,69.7,,,,,23.4,,,62.3,36,,,,,,,,71.7,,,45.4,59.6,13.7,,76,81.7,,,,43.4,,69.1,,,,,19.4,,69.3,24.6,,,,,,,,,,,72.6,,,,,78.3,,,,,,,,,,4,,,,,,,,,,83.4,74,83.6,,,,,,39.4,80.6,,,,,,73.7,,,,40,,64.6,,71.4,,,,,,,50.4,,,,,,37.7,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1,,,,,,,,,,,,,49.7,,,,10.4,,,,74.2,100,46.9,,,39.4,,,,,,,,,,,,,,,,,,93.2,,,,,,,,56.8,,,,67.3,22.8,,,,72.8,68.9,,42.8,,,76.3,78.6,,,,,,11.7,,46.9,87.3,,,100,,,,,,,,,55.5,,,,,61.3,32.5,,49.9,,,,,3.5,58.2,,,,,,,75.1,51.5,,,,6.8,32.3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,,,,82.7,85.8,,,,,,89.7,55.1,,,83.2,,,,,,100,,,,82.1,,,,81.5,,89.7,,,,,,,,,,,,89.7,,,,,,,,81.5,,,,,,,84.5,,73,,62.5,49.3,,,90,,86.5,,,86.2,,87.2,,,,,,,,82.4,,,81.7,,,49,,100,,,,,100,,,,50.4,,,82.3,,,50.8,50.4,,,,,,,,,,51.7,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,50.1,,,,,0,44.8,,,,,,,,,,,47,0,,,0,0,,,,,0,,100,,0,,0,,,,,,,,,,,,,,36.6,,,0,,,,,,0,,,,,27.9,,,,,,,,,,,,,,,0,0,,,0,,,,,47.9,6.1,,,,,,0,,0,,,,,,,0,,,70.4,0,0,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.1,,,,,,,,,,,,,,,50.8,,100,,100,,47.2,,,,100,,100,,,,,,,,,41.8,0,,,100,73.1,,,,27.3,48.2,,,,,100,,,,,,100,83.7,,,,,,,100,,0,100,,,,,,100,,,,,,44.5,,,,,,,0,,,,,,0,,62.8,,,,,,61.7,,,100,100,,,34.2,,,,,34.1,,,72.3,
,,39.6,,,,,53.7,,,,48,39.6,,,59.7,,,42.8,,36.6,,,,,,,,32.5,,,,,,46.3,69.4,,,19.9,66.9,,,48.9,,,,,,,,,,,,,,55.4,,52.3,,43.7,,37.5,,33.8,,43.9,30.6,,,,,,,,,,,,,51.5,,48.2,,,,,,,,,,,,,53.2,,63.7,,,50.4,,,,,,,,35.6,,,,,,66.2,,62.8,42.8,,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,95.2,,100,43.1,1,,,,,100,,,,76.6,,,,87.2,,100,,,,100,,,87.6,,100,,,,,,,,,,100,,100,,,,100,,,,,,100,,,100,,,,,,,,,,,,,,100,100,,,,100,,,100,,,61.5,,,,,69.6,87.3,,,,,,,,,,,100,100,,,,,,100,100,,,79.6,,80,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,65.6,,,1.8,,1.8,90.7,,,,,,,,,,,,,,,,85.2,,,,,1.3,1.4,1.7,1.8,,,,,,,,,,,,,1.7,,,,,,,1.5,1.3,,,,1.4,1.1,,1.3,,1.5,1.5,,,,1.8,,,,1.8,,,55.5,,,,,,,,55.2,88.7,77.7,,1.5,,,,,,,,,,,,,1.4,,,,,50.4,1.4,,,1.4,,,,,,,83.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,13.2,,,,,12.4,,,34.9,,100,20.7,100,48.9,,,7.6,,,,,,,,,,,,,,,,42.4,,,,,,,,,,,,3.4,,3.4,4.4,,59.7,74.6,,23.7,,,,,,45.3,,,,,,,,,,14.6,,,,,,,,,,,,38.9,,22.9,,,96.9,24,94.6,,,,4.7,,,,,,,17.3,14,,,,,8.8,,,,,,100,,,10.8,81.5
100,13.7,,,,,,,,,,14.8,100,,,100,100,100,,,,,,100,,100,,100,,,,,100,,,,,,,10.3,63.8,,,,,,,100,,,100,,100,,,100,,,,,,,,100,,,100,,,,,,100,,,,,,,,24.2,,,,,100,100,,,,,100,,,100,,,,,,,100,,,,,100,100,,,,,3.2,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,50,,,,0,,,100,,,20,,,,,0,50,,0,0,0,100,,,,,,0,,,0,,,,,,,,,,100,,,,,,,,,0,,,,,,,,,,,,,,,,,0,50,,,,,,,0,,,,,,,0,,,,0,,,80,,,,,,,,,,,0,0,0,,,0,,0,,,0,,0,,0,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,65.4,,,,,,,,,50.1,90.3,,55.5,,,,,,,,,,60,60.3,,90,,3.4,,,,,,,50,,,75.4,,,,,,,,,65.1,,,,,,,,71.1,,,,,64.5,,,,30,,65.9,,,,,,55.2,,4.9,25.1,,,,,,,,,,,,,75.5,,74.6,60.4,,40.7,,,,,,,,,35.2,,,,60.4,51,50,,85.4,,,39.3,,,,35.2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,,,,,6.1,,0,,0,0,,,,,,,,,,,,0,,,,0,,,,,0,0,,,0,,,,,0,0,,0,,,,,,,,,,0,,,,,0,0,,,0,,,,,0,0,,,,,0,0,,,,,,,0,,,,,,,,0,10.1,,,20.3,,0,,,,,,0,0,,,,0,,,,,,,0,,,,
,,,,,,,,,19,,,,,0,,,100,,,,,0,,100,100,100,,,100,100,,,,100,,,,,,56.2,,,,,,,,100,,100,,,,,,,,,,100,100,,100,,,,,,,,,,24.6,100,,,,36.2,,,,,,,100,,,,,,,0,100,100,0,100,100,100,,,100,,,100,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.1,,,,,,60.4,,0,0,,0,74.9,,0,,,85.6,60,65.2,,,0,100,,20,,,80,,,,,,,81,,,10,,15.4,,,,,,,,,,,,,,,,,,66.6,,,,,,,,,,25.2,0,,80.4,,,88,,,,,70.1,86.1,,,,,,,,7.2,,,,,,,,,,,,,85.4,,50.1,,,,75.4,90,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,64.9,3.5,,57.6,86.6,,,,,91.1,65.4,,,,,,,,71.5,,,,,,,,80,,,,,73.9,,,,,,97.6,95.6,,89.3,,76.9,,100,,86.3,,,,85.8,,,80.3,,,,,,,,,,,,91.7,,,,,81.8,,,,,75.1,,,,69.2,,77.7,,35.4,,,,,0,98,,,99.4,76.6,,91.7,,,,,89.6,,,,,,,,,89.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.7,,,50.3,51,50.3,,34.2,,,,,,,,,,,50,50,,,,,,,,,,,,,,50.8,,,0,50.6,,,,8.9,,,50.4,,,,,,,58.2,,,,,,,,50.6,,,,50.7,,50.6,50.4,,50,,50.4,,50.4,,,,,,,,,,,50.4,,,,,,,,45.4,,,50.8,,50.4,50,,,,,,,,,,,50,,,,,50.6,,,49.6,,50.3,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,,,,,,100,100,,,,,,,,,100,,100,,,100,100,,,,,,,,,,,,,,100,,100,,,,,100,,,,,100,,,,,,100,,,,,100,100,,100,,,,,,,100,,,,,,,,,,100,100,,,,,100,,,100,,100,,100,100,,,100,100,,,100,100,,100,,,,100,
